Q,A,label
알려줄까요? 홍대에요!,네. 그러면 저는 더할 나위 없이 감사하죠.,0
한 군데는 알 텐데 강남 무쏘! 이런 데도 있어요. 가격은 둘이 비슷하네요!  ,난 무쏘 그곳도 안 가봤어요. 근데 엄청 맛나 보이네요. 아도나스 누이데리고 먹으러 가고 싶은데 언제 갈래요?,0
더위를 많이 타는 편이라서 이열치열은 너무 힘들어요. 이열치한으로 보내기로 했어요. 최근에 수박을 좀 많이 먹었는데 요즘 나오는 것들은 아직 껍질이 두껍더라고요! 가격도 한 통에 만 칠천 원 꼴이라 좀 더 있다가 드시는 게 나을 것 같아요. ,아직 때가 아니군요? 엄청 비싸네요. 수박 촥촥 썰어서 사이다 넣은 화채가 먹고 싶네요.,0
제 말소리 때문에 힘들 거 같아요. 방 바로 앞에 한 분 주무셔요. ,도움을 주고 싶은데 해줄 수 있는 게 없어서 미안해요. ,0
네?,파이님은 해보셨나요? ,0
진짜 다들 금방금방 친해지고 그래서 괜히 저는 어디에도 못 섞이는 느낌이에요.,혼자 다니면서 즐겨도 장점이 많다고 생각해요. 항상 많다고 해서 항상 좋은 것도 아닌 걸요.,0
안 좋아요.,,0
울지 말아요.,너무 귀여운데 낯을 많이 가리는군요.,0
"안 그래도 카페 거리 찾고 있었는데 지유가오카였다니, 스프라이트 샤워 지브리박물관 멀어서 포기하려고 했는데 좁다니 고민되네요.",지브리 좋아하시면 꼭 가보시는 거 추천해요. 지유가오카는 조용한 시골마을 같아요. 벌써 6년 전이라 그때보단 더 좋아졌을지도 모르겠네요! ,0
어포를 드실 땐 단백질만 흡수될 거라고 자아최면을 거시고 맥주는 물만 흡수될 거라고 자아최면을 거세요. ,이미 뱃살은 포기 했어요.,0
"우리 가게 음식 잘 나가는 게 라면, 만두, 볶음밥? 이 정도인데 그냥 전자레인지 넣기만 하면 돼서 막 튀기고 굽고 그런 게 없어요.","합쳐서 4,500원인데 밖이랑 가격차가 없어서 갈 때마다 시켜 먹어서 알바 괴롭히기 재밌어요. ",0
불가능해요. ,아니. 전화 가능한 헤드셋이어야 하는지 물어본 거예요. ,0
나? ,네.,0
안돼요.,돼요! ,0
로션스킨 합쳐진 거랑 선크림 스프레이로만 가져갈까 싶어요. 시계는 전자 우레탄으로 하나 사야겠어요. ,그 정도면 괜찮을 거 같아요!,0
응. 최고의 답변이에요! 마음에 들었어요.,내가 1달 만에 관둔 적이 있어서 그래요.,0
얼른 가서 노세요! ,퇴근하고 잡서치 중이에요.,0
진짜 그럴까요?,"2만 원 이하면, 그 남자애의 취미에서 생각해보면 되지 않을까요. ",0
"뭐 그런 양아치같은 곳이 다 있어, 신고해요.",,0
그러니까요. 한 마리도 가까이서 보면 꽤 무서워요.,,0
개인적으로 지은 죄도 없는데 경찰서 가면 범죄자 빙의하는 건지 매우 무서워요. 가기 싫어요. 생애 최초로 112 전화하는 경험도 가졌고 이제는 경찰서 견학도 하겠네요.,"대체 어떤 놈이에요. 어떤 놈이 우리 투이님 경찰서 견학하시게 만들었어요, 그놈의 아저씨 머리 깨러 가요.",0
중독자 아니에요?,저는 이미 수박주스에 중독됐어요.,0
완전 좋아요!,좋아요. 다음에 한번 날짜 잡아봐요. ,0
아니에요. 원래는 두 장 이내에요. 15년 없이 살았으니 한 쪽에 일 년씩 쓸까 하는 거였죠. ,그런 거였어요? 좋은 생각이에요. ,0
드디어 끝났어요! 하지만 방금 집 가는 버스가 지나갔어요. ,버스가 잘못했네요! 나리님 집 가야되는데 혼자서 가고! 나쁜 버스네요.,0
육쌈냉면 같은 게 있으면 참 좋을 텐데 말이에요. ,"없다니, 거기 정말 가격대비 너무 좋던데요. ",0
맞아요! 늘려주세요!,전 근처에 있어서 좋아요. 본가가면 없겠죠. ,0
비행기 표 빨리 예약하네요. 올해 말이면 아직 기간 남았을 텐데요.,10월 쯤 가격이 25만 원대라서 일단 이거 예약해두고 9월쯤 올해 말 까지 리스트 나오면 그때 취소하고 다시 예약하면 되겠지 하고 있는 거라서요.,0
왠지 돈키호테같은데 있을 느낌인데요. 한 병이면 충분해요? ,네. 충분해요.,0
"이벤트로 그림도 그려주는 거예요? 네, 진짜 귀엽네요.",세상에 이벤트에 세 번이나 당첨됐지 뭐예요.,0
여기서 한 정거장 가고 강동에서 두 정거장 가면 돼요! ,거의 다 왔군요! ,0
잘 먹었어요.,,0
메뉴는 정해져있어요. ,뭔가요? ,0
좋아요! ,,0
맞아요. 그 맛있는 게 왜이리 안 보이는지 모르겠어요.,맞아요. 편의점처럼 가게 많이 만들어서 팔아야 돼요.,0
일본 가서는 먹고 다시 와서 안 먹을 거예요. ,"에이, 말도 안 되는 소리를 하시네요.",0
신나네요!,,0
알았어요.,,0
전화해서 늦어진다고 말씀드렸어요. 언니 먼저 도착하면 예약 내 이름으로 해놨으니깐 말해주세요. ,,0
저희 엄마도 양이 많으셔서 저에게 알려주신 방법인데 그래 놓고 둘 다 새서 웃퍼요.,도움이 못 돼서 아쉽네요. ,0
걱정 말아요. 전 다음 주 목요일에 대구로 가요.,,0
맛만 괜찮으면 혜자 축일걸요. ,덜 단 거 있음 한 번 먹어봐야겠어요.,0
그런 거 보면 일본이 더 살기 좋은 거 같아요.,일본에 안 살아봐서 모르지만 일본은 안 습한가요? 바다로 싸여있어서 습기가 많지 않을까 싶었어요.,0
루사 받았으면 좋겠어요. 이브는 네메가 아닌 엠프라로요.,아직까지 많은 점포들이 루사 엠프 정도만 들어온 거 같아요. 주문사항에 보라색 삐죽 머리 남자애 그려진 박스로 달라 하시면 될지도요?,0
명절엔 가게 될지도요? ,,0
무서운 언니들이네요.,그거 안 무서워요! 롯데월드에 있는 게 더 무서워요. 난 360도 도는 거 싫어하는 사람이거든요.,0
해야죠. 안 아프려면요. 운동이 사치 같네요.,맞아요. 운동할 시간을 내려면 다른 시간에 더 가까이 빠르게 일해야 하고 쉴 시간도 줄여가며 그렇게 운동을 다녀오면 녹초가 되어버리는 딜레마에 빠지죠. 그래도 근육은 있어야 살기에 해야 해요.,0
네. 오늘 성공했어요! 기분 최고 좋아요! ,전 두 번 가봐서 1승 1패에요!,0
"미개한 인문캠퍼스 여기 사람들 채플 일정도 안 올리고, 답이 없어요.",어제 채플 수업 가니까 말해주던데 그 보강 수업까지 합쳐서 3번 빠져도 되는 건지 아니면 따론지 모르겠어요. ,0
우산 챙기셨어요? ,회사에 있는 거 그냥 잡아 쓰고 가려고요. ,0
"먹어요! 먹어야 돼, 그러다 몸 상해요.","네, 가게에 있는 우산 들고 갈게요. ",0
"아, 신청을 그렇게 넣었단 얘기였어요. 저는 운전병으로 가게 되네요. ",아하.,0
혼자 매장 들어가서 피자 한 판 해치우고 나와야 할까요?,니나님은 할 수 있어요! 아니면 반만 먹고 포장해서 나올 수 있나요?,0
한국에선 검은색이 너무 안 좋은 뜻이라 그렇대요.,,0
저도 데려가요. 맛잇는 게 먹고 싶어요. ,이 손을 잡으세요.,0
필요한 책만 넣었어요. 전공책 3권이요.,얼른 피시방으로 도망가요! ,0
인천 사세요? ,네네. 지금 집 가고 있어요. 이따가 보려고요. 너무 반가워요. 치케넴 사랑해요.,0
어머니께서 오셨어요. 하지만 잔소리가 심하시네요.,아프다고 하고 돌아누워서 아픈 척해요. ,0
아니요. 경기도에요! ,놀래라 전 서울이에요.,0
알았어요.,착하네요!,0
네. 최대 40이라던데요. ,,0
"네, 기분 탓이에요.",,0
에스쁘아는 쿠션 종류가 너무 많아요.,제 친구 에스쁘아 듀이쿠션? 쓰는데 괜찮더라고요! 어두운 색이였는데 예쁘게 잘 뽑은 거 같아요.,0
그냥 씨스타 좋아요.,맞아요.,0
응. 갈비구이 최고예요.,같이 먹어요. 혼자 먹으면 돼지에요.,0
어때요? 확실히 성능 괜찮은가요? ,솔직히 모르겠어요. 성능에 비해 가격이 비싸요. ,0
뉴스를 안 봐요. 저 지금 4일 넘게 포토샵만 붙들고 있어요.,뭐 했어요. 바쁜 나도 뉴스 봤는데!,0
"탯치도 먹으면 되죠, 탯치는 맨날 맛난 거 먹어서 돼지 되겠어요.",요즘 살이 오르는게 돼. 아. 아니에요. ,0
"15, 18정도요? 애초에 친구들이 죄다 롤만 해요. ","그 정도면 높은 가격은 아닌 거 같은데, 다들 그래픽카드는 급하진 않으신가 보네요. ",0
그걸 왜 물어볼까요. ,자기 학생 이쪽에 넣기 위해서요. ,0
주점도 가격 창렬이라서요. 어차피 연예인은 관심도 없고요.,"과주점은 애초에 창렬이 기본이고 아는 사람들 보러 가는 곳이니, 전 한번도 안 가봤어요. ",0
태도 바뀌는 것 봐. 독일 하면 역시 맥주인가요.,소시지에 맥주죠.,0
먹어요.,집에 두부조림이 있어요. ,0
"저도 올여름에 동, 서부를 다 가게 됐는데  나중에 좋았던 곳 추천해 주실 수 있나요? ",물론 가능하죠! ,0
슬퍼요.,옷을 버리고 머리를 지켜요!! ,0
그 분께서 건강만 하시다면야.,,0
지금은 또 잘 되긴 하는데 여름방학 때 노트북 살 때까진 기다려 보고 그때 게임 안되면 바꿔달라고 시위라도 하려고요. ,그래요. 꼭 좋은 걸로 바꿀 수 있길 바라요.,0
약이 없었어요. 집 가서 따습게 있을게요. 감사해요. 생리통 진짜 자궁 떼어버리고 싶어요.,,0
펑펑 쓰려고 버는 거니까 괜찮아요! ,맞아요! ,0
혹시 숙소나 동선 같은 거 기억나요? 알려줄 수 있을까요?,"국제시장에서 자유시간 주고, 또 밤에는 해운대 가서 애들이랑 발만 물에 담그면서 놀고, 아! 첫째 날에 치킨 시켜 먹었어요. 셋째 날에는 아쿠아리움 가고, 둘째 날이랑 첫째 날에 박물관도 갔어요.",0
맞아요. 무서워서 벽에 붙은 그대로 그냥 컵으로 차단하고 뚜껑 닫았어요. 벌레는 그냥 다 싫어요. ,저도요. 근데 이제 벌레의 계절이에요. 벌써 두려워요. ,0
강소라 렌즈 기억할게요.,,0
"홍대 꼭 갈 거예요. 홍대 못 가면 곤장 백대 쳐주세요. 아, 어쩌지 이렇게 놀면 못 갈텐데 제발 가게 해주세요.",제가 우리 샤크님을 어떻게 쳐요. 샤크님 일 다 잘 풀리실 거예요. 너무 스트레스 받지 않으셨으면 좋겠어요. 샤크님 홍대 갈 수 있어요!,0
그러면 금요일에는 어떠세요? ,님들 내년엔 저도 껴주세요.       ,0
"아, 29일도 되는군요.",,0
저도 가보고 싶은 곳 중 하나인데 살짝 검색해 보니 더더욱 가고 싶어요. ,마지막 날에 갔던 포르투갈 리스본도 너무 너무 좋았어요!,0
술 꾼이라뇨. ,술 꾼이네 술 꾼이에요. ,0
가격보다 맛이 우선이에요! ,인정해요. ,0
"병원에선 운동을 하세요, 헬스장에선 치료를 받으세요라고 해요.",헬스장 가서 전 재활운동으로 부탁드려요라고 해보든지요.,0
그런 부분도 없잖아 있겠지만 실제로 최근에 병원 간 것도 많아서요.,그러니까 심적 압박감이 실제 병으로 이어져요. ,0
감사해요.,,0
네. 결국 포카리 좀 먹다가 약 먹고 기절잠 하고 반복해요. 두통은 이제 거의 없어진 것 같은데 배 아프고 화장실 들락날락하는 건 변한 게 없어서 괴로워요. ,진짜 어떡해요. 부산이면 내가 어떻게 해 줄 텐데 정말 진짜 3일 내로 순간이동 배워 갈게요.,0
스시도쿠인가요?,그렇죠!,0
맛있게 먹으면 제로 칼로리예요. ,그걸 믿어선 안돼요! ,0
갑자기 부모님이 사오셔서 저는 이제 아침을 꾸준히 챙길 수 있어요.,아침은 매일 꾸준히 먹어야지요! ,0
네이버에도 올라오는군요! 애니플러스에서 살까 생각 중인데 네이버에 올라오면 가격 비교해봐야겠어요. ,그게 좋겠어요!,0
"인간실격 9,099,068,461,313번 읽었지요. 사실 문호 소개하고 싶은데 설명이 어려우면 감점이라고 해서요. 근대 문학을 설명하려면 원치 않게 어려워지는 경우가 많을 것 같아요.",대단하시네요. 야웨님 덕력에 존경해요. 쉬우면서 특이한 소재라 쉽지 않네요. 당장 생각나는 건 일본 온천이랑 디저트 정도 있네요. 좋은 주제로 정하셔서 잘 발표하세요. ,0
감사해요. 햅챠님!,,0
네. 그냥 사람 따라가니까 드디어 아는 길이 보여요.,다행이네요. 조심해서 가요. ,0
괜찮아요! 언니 끝나고 강남 오면 몇 시쯤 될까요? ,7시 반? 금요일은 차가 막혀서요. 집에 차 두고 바로 버스 타고 강남역 갈 거예요! ,0
왜 항상 까먹는 걸까요. 전 가뜩이나 지금 잃어버린 게 속옷이 들어있어서 부끄럽고요.,"아, 아마 모른척 해 주실 거예요! ",0
저도 항상 그런데 뭘요.,오늘 진짜 안 풀리는 날인 걸요. 아침부터 지국장한테 까이고 퇴근도 겨우 하고 쇼케이스는 빠걸 때 퇴장했어요.,0
그래서 전시회 너무 가고 싶은데 교통비 때문에 포기 했어요.,저는 백일몽 콘서트 갔다 왔더니 잔고가 없네요. 전시회는 다음 기회에 가야겠어요.,0
내가 아이스크림 사줄게요.,"짜니언니, 밤산책, 이야기, 아이스크림은요? ",0
내가 아이스크림 사줄게요.,최고예요!,0
이런 걸로 설레는 거예요?,설레요!,0
몰래 버스 아무거나 탔어요. 걱정해주셔서 감사해요. 이상한 사람이 너무 많아서 무섭네요.    ,맞아요. 위험한 세상이에요. ,0
걱정해주셔서 감사해요.,,0
"술 취해서 진짜 제정신이 아닌 거 같았어요. 막 도망가니까 손가락질하면서 욕하는 게 절대 잡히면 안 되겠단 생각이 들더라고요. 와, 진짜 죽을뻔했네요.",,0
응. 진짜 계속 쫓아오는데 너무 무서웠어요. ,그럴만하죠. ,0
한 달은 진짜 심한데요 저 여름에 뭐 입고 다녀요? ,,0
저보다 일찍 도착하시겠네요.,정말요? 근데 전 갈 수 있을지도 모르겠어요. 얼른 사람을 구해야 해요. ,0
가고 싶어요. 진짜.,나도. 정말 가고 싶어요. 사진이라도. ,0
"다들 핏덩이, 갓난쟁이 맡겨두고 맞벌이하는 이유가 다 있더라고요.",,0
이야. 사기쳤네요.,,0
떡볶이가 오천 원이에요 최고. ,가게 이름이 뭔가요! 평택에도 있으면 찾아가 볼게요! ,0
10점 아니니까 괜찮아요.,진짜 가야 되는데 한 시간 째 가야지. 가야지. 이러고 있는 들쉐예요. ,0
예전엔 홈페이지 가서 청원하면 올려주고 했는데 금영 망하고 나선 더 안 해줘요. ,그러게요. 작년 봄이였나? 더쿠에서 작년 봄 싱글들 다 신청해서 막 신청수 200 넘기고 했던 거 같은데 수록이 하나도 안 됐어요. 태진에 츠키조쿠하나 올라오고 그랬어요.,0
음. 글쎄요 KBS 쪽은 전에 그렇다고 들었던 것 같기도 한데 자세히는 모르겠어요! 내일모레 스터디 가니까 성우님한테 여쭤볼게요. ,,0
고마워요. 대학생 때 자취할 때는 오후에 들어왔기에 저녁 준비도 할 수 있었는데 지금은 집에 오면 저녁 먹을 시간대가 지나버려서 음식하는 것에 대한 욕구가 떨어진 게 좀 아쉬워요.,장단점이 있네요. 하긴 나도 시간이 없을 때 오히려 그 시간에 충실하지 시간이 남아돌아버리면 뭔가 귀찮아지더라고요. ,0
제가 우리 학교 소문난 모범생 인데요.,양심부터 찾고 오세요. ,0
오오!!,빵에  발라서 막 냠냠 먹어요! ,0
집 가게 해주세요.,,0
제가 가끔 그러는데 더 허탈해요. 내 환상이 깨질까 봐 꾸미고 가야 되니 첫 만남부터 약 1년 동안은 한결같아야 돼요. 친구라기엔 멀죠.,아니 아니 그런 것도 아닌 그냥 아무 것도 모르는 사람들이랑 만나서 먹고 이별하는 모임이 있더라고요. ,0
덤벼요!,,0
가요. 저 샤브샤브가 제일 좋아하는 음식인데 훠궈는 어제 처음 먹어 봤어요. ,명동 하이디라오 최고예요. 근데 가격이 별로예요. 2년에 한 번 갈려고요. ,0
오. 바나나 먹으면 숙취가 덜 하대요. 다음부터 그러세요. 감사해요. 이네님 화이팅하시고 빨리 주무세요. ,앤캐 좀 앓다가 잘래요. 속 쓰린 거는 약 먹었더니 나았어요. 님 근데 큰일났어요 제가 얼음 찜질 하던 거 책상에 두고 갔다가 님이 주신 센만쥬가 물에 젖어버렸어요. ,0
그러시군요. 저도 나이 차이 많이 나고 싶어요. ,나이 차가 많이 나면 그냥 아저씨예요. ,0
멍멍이는 일 끝났나요? ,난 일이 낮에 끝났어요. 그래서 새벽에 일어나는 거지만 지금은 한가하게 노닥거리고 있지요. ,0
지아님이랑 가고 싶었는데요.,"그 보다 가족이랑 안 가도 못 갈 걸요? 나 알바 투 잡인데 어떻게 가요, 못 가요.",0
피자가 더 요.,마지막 만찬이었어요.. ,0
뭔가 가게가 전자도 기성도 아닌 직접 담뱃잎을 태우는 느낌의 외관이었어요. ,,0
"사실 그 시간에 여는 데 아무 곳도 없어요. 하, 오지엔 시간 좀 당겨주세요.",시작 전에 먹고 오셔요 물론 제 건 테이크 아웃 알죠?,0
왜요?,엄마랑 갔었는데 힘들었요. 엄마랑 가서 좋았지만요. ,0
매우 공감이에요. 그러고 보니 서울 코믹 월드 때도 흠뻑 젖었던 기억이 나네요. 톺님은 오늘 무사히 집에 오셨나요?,토요일에 태풍이 불어오기도 했죠. 그늘 한 군데도 없는 학여울에서요. 전 오늘 안 나가고 빈둥댔어요. 나갔어야 했는데 목요일에 출근이라 집에서 좀 더 붙어있으려고요.,0
맞아요. 난 조그마한 것 컬렉터니까 거울도 조그마한 걸로 할게요.,조그마한 물건 컬렉터라 거울도 조그마한 거라니 재밌네요.,0
자살 하고 싶어요. 이번 주 나가려고 하니까 다음주 월요일부터 수행이에요. ,진짜 탈진이에요. ,0
정말 자주 애용 해야겠어요. 이마트 치킨 후라이드 밖에 없죠?,아니에요. 양념 치킨이랑  간장 맛이랑 닭강정도 팔아요! 근데 간장 맛이랑 닭강정은 매장마다 안 파는 데도 있을 거예요. 만약 있어도 이마트에서도 제일 인기 많은 메뉴인지라 저녁 때는 품절일 때도 많아서 없는 경우도 있지만요.,0
진짜 맛있어요. 그러면 저랑 가요. 명란파스타 진짜 맛있지 않나요?,그래요. 기회가 된다면 같이 가요. 저 너무 좋아해서 요리 고자인데 집에서 가끔 해 먹어요. 그리고 역시 사 먹는 게 맛있다는 걸 느껴요. ,0
아니요! 제가 경계할 거예요. 사람 손 잘 타는 고양이래요. ,뭐예요. 정말 나잖아요. 경계 하지 말아요. 그거 해롱이에요. ,0
저 가격도 그때 유심히 봤어요. 현금 찾아 놓을 거예요. 8개에 삼천 원이에요. ,,0
"아니, 그런 건 아니지만요. 자연 치유되는 범위의 질병들은 병원 안 가게 되네요. ",병원 가면 고생 덜 해요. ,0
못 오세요?,네. 시간도 돈도 없어요.,0
"막 잘하는 건 아니고 국어랑 기술가정 사회는 90점대 넘었어요! 근데 3과목 다 쉽게 나왔어요, ",오오!,0
맛있으려면 가격이 올라가고 부가물들이 첨가되겠죠.,싸고 맛있는 술이라도요!,0
앞으로도 파이팅이에요. ,,0
진짜요? 바닥에라도 내려놓고 할까요? ,일단 자리부터 만드시는 게 우선이죠! 바닥에서 하면 허리 아파요.,0
해주시면 감사히 맛있게 먹을게요. ,재료는 각자 사 오는 거라 물론 할 일이 없어요.,0
"뭐야, 얼마 안 하네요. 가고 싶네요. ",얼마 안 하는 거였다니. 서울 올라올 때 우리 동네도 들리는 게 어때요? ,0
그렇죠. 이놈의 호기심 때문에 자꾸 보게 되고. 다음엔 보지 말아야지 해 놓고 궁금해서 또 들어가게 되네요.,,0
맞아요. 감사해요! ,,0
사실 이쁘니까 그냥 갖고 싶긴 했어요. 오빠 키보드를 뽑아 올게요. ,이럴 때 가족 키보드 쓰는 거죠. 하나 뽑아오세요.,0
네. 미루고 있다가 내일 1교시에 제출해야 하는 거 마무리하고 있어요. 4시엔 자겠죠. 아마? ,4시까지 같이 있어 줄게요. 힘내서 과제해요. ,0
성공률은 반반이지만 하는 데에 의의를 두고 해요! 머리를 써야 하니까 밥을 먹고 방 탈출 갔다가 머리 쓰느라 떨어진 당을 채우로 또 카페로 먹으러 가는 거예요. 그리고 코인노래방과 오락실을 가면 체력이 동나겠죠?,체력이 동나면 또다시 당을 채우로 가요! ,0
대박! 타르트 완전 좋아요! 언제 한 번 이태원 가 보고 싶긴한데 시간이나 갈 사람 찾기가 어렵네요.,다음에 치킨에 맥주 먹을 사람들 모이면 한번 가보세요. 세 골목집 서로인 스테이크랑 나쵸가 맛있어요. ,0
자기가 뭐 계산하고 입력하고 해야 하는데 저는 수학 포기자라서 골치 썩히다 세무서 가니 기다리긴 하지만 다 금방 해주시던데요.,능력자들은 다르군요. 저도 찾아봐야겠어요.,0
아직은 고민 중이에요.,,0
저 만약에 살아도 한 달만 살게 되어서요. 본 학기에 자취는 죽어도 안된다 시네요. 저는 내년에 자취하면 가족 4명이 다 떨어져사는 사람이에요. 새미님 고마워요.,한 달이면 아마 괜찮으실 거라 생각해요! 가격 조금 더 주고 꼭 큰 데로 가시길! 저 처음에 엄청 좁은 데 했다가 우울증 걸릴뻔했어요. 넬님 파이팅!,0
트위터 읽기는 한 거예요? 너무 힘들어서 다음부터 사 먹으려고요.,네네. 다 읽었어요.,0
"아니, 아저씨 서울 오시기나 하세요. 다른 데도 데려가 줄 테니까요.   ",저번 주 일요일에 서울 올라갔었는데. 이번 주도 올라갈게요! ,0
"아니, 아저씨 서울 오시기나 하세요. 다른 데도 데려가 줄 테니까요.   ",저번 주 일요일에 서울 올라갔었는데. 이번 주도 올라갈게요! ,0
"갤럭시 노트7 리퍼폰 저렴하게 나온다길래 음, 그거랑 아이폰 중고 두 개 중에 고민이에요. 어떤 게 더 나을까요? ",,0
"저 방금 할인 가격으로 3개월짜리 2,900원에 샀어요. 그리고 3개월 끝나기 전에 해지하면 원래 금액 결제 안돼요! ","2,900원이면 완전 싸게 잘 샀네요. 저도 집 가면 알아봐야겠어요. 내일 음원 나오니까요. ",0
네?,"아, 버스 타고 가요? ",0
저 놀이기구 진짜 못 타는데 오늘 처음으로 미니 롤러코스터 타 봤어요. ,나도 에버랜드 가고 싶어요. 에버랜드 안 간지 적어도 5년은 됐어요. ,0
그래도 낫고 있는 게 정말 다행이에요. ,,0
"아, 진짜 가다가 다리 부러졌으면 좋겠어요. 학교 안 가고 싶어요.",아니에요. 그럼 다리 부러진 채로 학교 가게 될 거예요.,0
지금 가면 늦는 건가요? 파이팅이에요. ,버스가 없어서 한 7시쯤 일어나면 지각이에요. 평소 기상시간 6시 20분인데 한 시간 정도 일찍 가는 거예요! ,0
"오, 가서 봐야겠어요. 미안한데 전 화장품에 관심이 없어요.","아, 진짜요? 그 직접 발색해보고, 제일 좋아하는 색 찾아 봐요.",0
"이제 정말 끝이에요! 순정이랑 문자할래요. 순정이는 마무리 지었나요? 오늘은 너무 피곤했어서 그런지 단 게 먹고 싶네요. 케이크나 젤리요. 어, 약속 지켰네요!",나도 마무리 짓고 왔어요. 이제 소나기랑 문자 할 수 있어요. 나도 먹고 싶어요. 늦었으니까 가게 닫았겠죠? 아쉬운데 편의점에라도 갈까 봐요. 소나기랑 약속한 거니까요. ,0
원래 밥 먹고 학원 가느라 7시쯤인데 오늘은 집 가서 밥 먹고 학원 가려고 일찍 나왔어요.,집에 맛있는 거 있어요? ,0
원래 밥 먹고 학원 가느라 7시쯤인데 오늘은 집 가서 밥 먹고 학원 가려고 일찍 나왔어요.,집에 맛있는 거 있어요? ,0
"아니, 진짜 애들 조련 너무 잘해요. 제 친구들은 저보다 강심장이라서 안 내려고 버텼거든요. 근데 몇 명 빼고 다 냈어 왜냐하면 무슨 기계 같은 거 애들한테 갖다 대면서 삐 삐 소리 났거든요. 분명 그냥 소리 나거나 폰으로 냈거나 했겠죠. 근데 애들 이목 다 쏠려있고, 선생님들도 보는 그 분위기 때문에 쫄렸어요.",아. 그 정도면 인정해드릴게요. ,0
"어머, 참치님 그러다 속 버린다고요. 술을 마시면 몸의 수분이 날아간대요. 물이라도 많이 마셔 주세요.",저 술 정말 적당히 마셔서 괜찮아요. 그래서 술 마실 때 물이랑 술 놓고 마셔요.,0
그런가 봐요. 자도 자도 피곤하네요.,설마 늦잠잤어요?,0
곰치님도 만들어보셨나 봐요. 저도 어묵탕이나 카레나 죽이나 다 요리 검색하면 백 선생님 떠서 참고 많이 했었는데 말이죠.,"그렇죠. 전 식초, 설탕, 고추장 1대 1대 1비율로 양념장 만들고 파채랑 국수만 삶아서 먹은듯해요. 개인적으로 백종원 레시피 중 제육볶음도 좋았어요. ",0
학교 갈게요. 연강이에요. 괜찮을 거예요.,채플 빼면 안 돼요?,0
"거기 국수와 곱창의 동네에요? 앗, 그러고보니 그 근처에 엄청 맛있다는 곱창 집 찾아놨었어요.",곱창 먹었어요. 배불러서 볶음밥은 못 먹겠어요.,0
행복한 여행 하고 오세요.,네네. 이제 집 가네요.,0
안 그래도 국밥 떠올렸는데 가격이 좀 그렇네요.,싸게 사천 원에서 오천 원 하는 곳 있지 않아요? ,0
역시 여행하는 데 각자 추구하는 바가 다르면 같이 못 가는 게 맞는 거 같아요. 잘 지내다 오고 싶은데 이러다 정말 싸우고 돌아오는 거 아닌가 걱정이에요. ,그래도 저는 잘 곳이 정해지고 입금도 다 해서 한시름 놓고 있어요. 싸우진 않을 거예요. 잘 지내다 오실 거예요. ,0
네? 그런 가게는 아껴야 해요. 사카르트짱을 먼저 보내고 그다음에 제가 갈 거예요. ,역시 술교님이세요.,0
네? 그런 가게는 아껴야 해요. 사카르트짱을 먼저 보내고 그다음에 제가 갈 거예요. ,술쟁이들이네요.,0
네? 그런 가게는 아껴야 해요. 사카르트짱을 먼저 보내고 그다음에 제가 갈 거예요. ,술쟁이들이네요.,0
돈모아서 덕질을 해요. ,,0
판사님 저는 기억이 나지 않아요.,그거 알코올성 치매예요. ,0
저 에리오시요.,,0
"고등학생이에요. 저는 4년 전에 수련회 가고, 수학 여행은 처음 가봐요! ",저흰 졸업사진만 찍고 끝이라네요. 고삼은 죽어요. ,0
그렇죠.,거기서도 굿즈 파티를 해요. ,0
정말요? 이럴 때 돈이 없는 제가 너무 슬퍼요. ,,0
형 비행기가 진짜 너무 작아요. ,"아무리 작아도 비틀, 코비만큼 작겠어요? ",0
이 날씨에 수원 화성이라니 불쌍해요. ,저 이모 만나서 용돈 받을 수도 있어요. ,0
저도요. 언니 업어갈게요.,,0
네?,,0
근데 벵쩨는 뭐 알지 않나요?,유구 몰라요. 아무것도 몰라요.,0
근데 벵쩨는 뭐 알지 않나요?,유구 몰라요. 아무것도 몰라요.,0
진짜 갈까요?,한번 오세요.,0
진심인가요?,난 거짓말 안 해요.,0
 열심히네요. ,사실 맨날 들어와서 트위터만 해요.,0
진정한 히키코모리네요! ,,0
친구가 배 타고 가자 해서요. ,신선하네요! 가격은 비슷하던데요! ,0
오오. 그러셨군요! 한여름에 상하이 40도던데요. 저도 가을이 되면 상하이나 가 볼까요. 가게 되면 포님한테 추천받을래요. ,"아니, 이거를 왜 이제 봤을까요. 가게 되시면 제가 열심히 추천을 해볼게요! ",0
우와. 오늘 꼭 먹을게요. 맨날 까먹어요.,판희 변했어요. 먹을 걸 잊어버리시고요.,0
몰라요. 저도 안 간지 오래돼서요. 사진은 올라오더라고요. ,폐건물은 저도 모르겠네요. 죄송해요.,0
버림받았네요. 그냥 버리고 선발대 가버렸다네요. ,이런.,0
하나 하나 다 보니까 나중에 영상 볼 시간이 조금 많이 부족해요.,,0
고마워요! ,,0
그러게요! 900원은 정말 볼펜보다 싼 가격인데 900원에 팔겠다니 신기하네요. 대단한 롯데리아에요.,,0
"아, 전국 모든 지점이면 좋을 텐데요. 그렇군요! 알려주셔서 감사해요. 오랴님.",,0
"오, 그러면 편의점 가서 냠냠하고 올래요.",,0
